,address,city,zip,State
4525,4433 S GRAHAM ST ,seattle,98118.0,WA
4532,4001 GILMAN AVE W ,seattle,98199.0,WA
4546,456 N 36TH ST ,seattle,98103.0,WA
4558,1621 E OLIVE WAY ,seattle,98102.0,WA
4565,806 12TH AVE,seattle,98122.0,WA
4578,701 5TH AVE,seattle,98104.0,WA
4590,601 2ND AVE,seattle,98104.0,WA
4592,1043 S JACKSON ST #104,seattle,98104.0,WA
4600,2100 24TH AVE S ,seattle,98144.0,WA
4612,2260 1ST AVE S ,seattle,98134.0,WA
4625,1221 MADISON ST,seattle,98104.0,WA
4629,1919 POST ALY ,seattle,98101.0,WA
4638,1200 3RD AVE 120,seattle,98101.0,WA
4645,1211 PINE ST,seattle,98101.0,WA
4649,2524 16TH AVE S ,seattle,98144.0,WA
4660,2301 N 45TH ST ,seattle,98103.0,WA
4670,2338 RAINIER AVE S,seattle,98144.0,WA
4685,2255 NE 65TH ST ,seattle,98115.0,WA
4690,425 CEDAR ST ,seattle,98121.0,WA
4699,401 NE NORTHGATE WAY ,seattle,98125.0,WA
4711,1801 N 34TH ST ,seattle,98103.0,WA
4723,7500 25TH AVE NE ,seattle,98115.0,WA
4727,7311 GREENWOOD AVE N ,seattle,98103.0,WA
4742,6000 PHINNEY AVE N ,seattle,98103.0,WA
4756,4542 CALIFORNIA AVE SW ,seattle,98116.0,WA
4769,207 1ST AVE S ,seattle,98104.0,WA
4781,2809 THORNDYKE AVE W #A,seattle,98199.0,WA
4782,615 W MCGRAW ST,seattle,98119.0,WA
4793,2865 EASTLAKE AVE E,seattle,98102.0,WA
4795,1001 FAIRVIEW AVE N #1800,seattle,98109.0,WA
4807,1404 E PINE ST,seattle,98122.0,WA
4810,513 N 36TH ST ,seattle,98103.0,WA
4812,2445 4TH AVE S ,seattle,98134.0,WA
4825,2101 4TH AVE #140,seattle,98121.0,WA
4843,2650 NE UNIVERSITY VILLAGE ST,seattle,98105.0,WA
4857,4139 UNIVERSITY WAY NE ,seattle,98105.0,WA
4866,8917 ROOSEVELT WAY NE ,seattle,98115.0,WA
4878,4725 CALIFORNIA AVE SW ,seattle,98116.0,WA
4883,4142 UNIVERSITY WAY NE,seattle,98105.0,WA
4887,2322 1ST AVE ,seattle,98121.0,WA
4892,9447 RAINIER AVE S,seattle,98118.0,WA
4905,2201 ALASKAN WAY ,seattle,98121.0,WA
4916,5101 25th AVE NE #2-3,seattle,98105.0,WA
4922,518 6TH AVE S ,seattle,98104.0,WA
4935,1319 N 49TH ST,seattle,98103.0,WA
4941,1101 E PIKE ST ,seattle,98122.0,WA
4944,2300 NE 65TH ST ,seattle,98115.0,WA
4957,5407 20TH AVE NW,seattle,98107.0,WA
4966,1531 14TH AVE ,seattle,98122.0,WA
4976,517 S WELLER ST ,seattle,98104.0,WA
4985,1613 W DRAVUS ST ,seattle,98119.0,WA
4998,2207 NE 65TH ST,seattle,98115.0,WA
5008,10 BOSTON ST ,seattle,98109.0,WA
5021,4343 UNIVERSITY WAY NE ,seattle,98105.0,WA
5036,1000 E PIKE ST,seattle,98122.0,WA
5041,327 NE Thornton PL,seattle,98125.0,WA
5049,5327 BALLARD AVE NW,seattle,98107.0,WA
5052,9019 AURORA AVE N ,seattle,98103.0,WA
5063,2334 2ND AVE ,seattle,98121.0,WA
5071,1101 ALASKAN WAY ,seattle,98101.0,WA
5081,542 1ST AVE S ,seattle,98104.0,WA
5091,7821 AURORA AVE N,seattle,98103.0,WA
5094,3509 SW HENDERSON ST ,seattle,98126.0,WA
5105,2137 N NORTHGATE WAY ,seattle,98133.0,WA
5119,1723 NW MARKET ST ,seattle,98107.0,WA
5130,4435 CALIFORNIA AVE SW ,seattle,98116.0,WA
5136,668 S WELLER ST,seattle,98104.0,WA
5146,672 S KING ST,seattle,98104.0,WA
5151,9622 16TH AVE SW,seattle,98106.0,WA
5159,2516 ALKI AVE SW ,seattle,98116.0,WA
5172,8819 14TH AVE S,seattle,98108.0,WA
5185,4546 CALIFORNIA AVE SW ,seattle,98116.0,WA
5197,5105 LEARY AVE NW,seattle,98107.0,WA
5201,1920 PIKE PL,seattle,98101.0,WA
5208,1467 E REPUBLICAN ST,seattle,98112.0,WA
5219,11001 35TH AVE NE ,seattle,98125.0,WA
5231,2823 SW ROXBURY ST ,seattle,98126.0,WA
5244,3058 NW 54TH ST ,seattle,98107.0,WA
5262,6324 6TH AVE S,seattle,98108.0,WA
5275,310 TERRY AVE N,seattle,98109.0,WA
5281,4215 GILMAN AVE W ,seattle,98199.0,WA
5293,9219 35TH AVE NE ,seattle,98115.0,WA
5305,17801 INTERNATIONAL BL,sea tac,98158.0,WA
5311,8904 AURORA AVE N ,seattle,98103.0,WA
5319,610 NW 65TH ST ,seattle,98117.0,WA
5335,1422 1ST AVE ,seattle,98101.0,WA
5343,102 LAKESIDE AVE S ,seattle,98122.0,WA
5356,316 15TH AVE E ,seattle,98112.0,WA
5369,1827 15TH AVE W,seattle,98119.0,WA
5378,3500 SW AVALON WAY ,seattle,98126.0,WA
5391,8917 LAKE CITY WAY NE STE #345,seattle,98115.0,WA
5403,1930 PIKE PL,seattle,98101.0,WA
5414,600 PINE ST ,seattle,98101.0,WA
5427,4727 CALIFORNIA AVE SW ,seattle,98116.0,WA
5441,1554 E OLIVE WAY ,seattle,98102.0,WA
5452,900 RAINIER AVE S ,seattle,98144.0,WA
5456,9629 16TH AVE SW,seattle,98106.0,WA
5468,2123 E UNION ST ,seattle,98122.0,WA
5480,2510 1ST AVE,seattle,98121.0,WA
5483,507 NE Northgate WAY,seattle,98125.0,WA
5486,823 3RD AVE ,seattle,98104.0,WA
5500,823 3RD AVE #100,seattle,98104.0,WA
5512,6515 CALIFORNIA AVE SW,seattle,98136.0,WA
5513,312 N 67TH ST,seattle,98103.0,WA
5526,11728 AURORA AVE N,seattle,98133.0,WA
5553,1503 1ST AVE ,seattle,98101.0,WA
5564,1023 ALASKAN WAY,seattle,98104.0,WA
5575,801 SENECA ST,seattle,98101.0,WA
5588,5439 BALLARD AVE NW ,seattle,98107.0,WA
5601,3512 FREMONT PL N,seattle,98103.0,WA
5608,3829 DELRIDGE WAY SW ,seattle,98106.0,WA
5620,19021 INTERNATIONAL BL ,sea tac,98188.0,WA
5631,3055 21ST AVE W ,seattle,98199.0,WA
5645,2408 1ST AVE,seattle,98121.0,WA
5652,7347 35TH AVE NE STE F,seattle,98115.0,WA
5653,401 WESTLAKE AVE N,seattle,98109.0,WA
5657,2505 1ST AVE ,seattle,98121.0,WA
5666,309 S CLOVERDALE ST ,seattle,98108.0,WA
5677,1325 6TH AVE,seattle,98101.0,WA
5689,94 PIKE ST,seattle,98101.0,WA
5692,8517 14TH AVE S,seattle,98108.0,WA
5704,714 TAYLOR AVE N ,seattle,98109.0,WA
5714,1404 34TH AVE ,seattle,98122.0,WA
5723,9743 HOLMAN RD NW ,seattle,98117.0,WA
5731,332 15TH AVE E ,seattle,98112.0,WA
5739,2200 S JACKSON ST ,seattle,98144.0,WA
5748,2800 E MADISON ST ,seattle,98112.0,WA
5750,927 HOWELL ST,seattle,98101.0,WA
5755,2214 2ND AVE ,seattle,98121.0,WA
5764,13241 AURORA AVE N ,seattle,98133.0,WA
5777,1200 5TH AVE ,seattle,98101.0,WA
5779,8210 35TH AVE NE ,seattle,98115.0,WA
5793,8003 SEAVIEW AVE NW,seattle,98117.0,WA
5807,3820 RAINIER AVE S,seattle,98118.0,WA
5818,1024 E Pike ST ,seattle,98122.0,WA
5819,4235 E Madison ST ,seattle,98112.0,WA
5821,428 WESTLAKE AVE N #101,seattle,98109.0,WA
5830,213 MARION ST ,seattle,98104.0,WA
5842,2620 ALKI AVE SW ,seattle,98116.0,WA
5848,7210 WOODLAWN AVE NE ,seattle,98115.0,WA
5861,93 PIKE ST #204,seattle,98101.0,WA
5868,422 2ND AVE S #1,seattle,98104.0,WA
5877,415 7TH AVE S,seattle,98104.0,WA
5881,2619 1ST AVE ,seattle,98121.0,WA
5893,14 MERCER ST ,seattle,98109.0,WA
5906,708 NW 65TH ST ,seattle,98117.0,WA
5911,1501 PIKE PL,seattle,98101.0,WA
5922,1940 WESTLAKE AVE ,seattle,98101.0,WA
5937,3506 STONE WAY N,seattle,98103.0,WA
5939,1208 MADISON ST,seattle,98104.0,WA
5941,2411 2ND AVE ,seattle,98121.0,WA
5953,701 5TH AVE 102,seattle,98104.0,WA
5965,4114 UNIVERSITY WAY NE ,seattle,98105.0,WA
5978,674 S WELLER ST,seattle,98104.0,WA
5991,617 S JACKSON ST S,seattle,98104.0,WA
5998,1429 12TH AVE #B,seattle,98122.0,WA
6006,2248 NW Market ST,seattle,98107.0,WA
6013,655 S JACKSON ST ,seattle,98104.0,WA
6015,3057 BEACON AVE S,seattle,98144.0,WA
6018,5433 BALLARD AVE NW ,seattle,98107.0,WA
6029,656 S KING ST ,seattle,98104.0,WA
6042,5231 BALLARD AVE NW ,seattle,98107.0,WA
6050,5500 8TH AVE NW ,seattle,98107.0,WA
6061,2220 QUEEN ANNE AVE N ,seattle,98109.0,WA
6072,1908 3RD AVE ,seattle,98101.0,WA
6084,1207 S JACKSON ST #110B,seattle,98144.0,WA
6087,10410 HOLMAN RD NW ,seattle,98133.0,WA
6100,4001 AIRPORT WAY S ,seattle,98108.0,WA
6102,9811 15th AVE SW,seattle,98146.0,WA
6107,4909 RAINIER AVE S Ste 102,seattle,98118.0,WA
6113,2129 QUEEN ANNE AVE N ,seattle,98109.0,WA
6125,305 HARRISON ST #220,seattle,98109.0,WA
6128,907 MADISON ST,seattle,98104.0,WA
6140,570 ROY ST,seattle,98109.0,WA
6151,2100 N NORTHGATE WAY #E,seattle,98133.0,WA
6158,3520 FREMONT AVE N ,seattle,98103.0,WA
6161,3508 FREMONT PL N,seattle,98103.0,WA
6172,3409 STONE WAY N #101,seattle,98103.0,WA
6182,9629 15TH AVE SW ,seattle,98106.0,WA
6194,5400 14TH ST NW ,seattle,98107.0,WA
6207,600 4TH AVE ,seattle,98104.0,WA
6217,1629 6TH AVE,seattle,98101.0,WA
6219,2515 NE 55TH ST ,seattle,98105.0,WA
6233,2020 2ND AVE ,seattle,98121.0,WA
6243,1412 E UNION ST,seattle,98122.0,WA
6250,217 PIKE ST,seattle,98101.0,WA
6258,1417 BROADWAY ,seattle,98122.0,WA
6283,1483 ALASKAN WAY ,seattle,98101.0,WA
6295,215 JAMES ST,seattle,98104.0,WA
6307,5225 BALLARD AVE NW ,seattle,98107.0,WA
6320,12513 LAKE CITY WAY NE,seattle,98125.0,WA
6324,8230 35TH AVE NE ,seattle,98115.0,WA
6338,4437 CALIFORNIA AVE SW ,seattle,98116.0,WA
6348,610 S JACKSON ST,seattle,98104.0,WA
6359,3621 33RD AVE S,seattle,98144.0,WA
6366,4515 UNIVERSITY WAY NE ,seattle,98105.0,WA
6370,1165 HARRISON ST,seattle,98109.0,WA
6378,2030 5TH AVE ,seattle,98121.0,WA
6389,1212 2ND AVE ,seattle,98101.0,WA
6402,1833 BROADWAY AVE ,seattle,98122.0,WA
6416,2962 1ST AVE S ,seattle,98134.0,WA
6420,3221 NE 145TH ST ,seattle,98125.0,WA
6431,12306 LAKE CITY WAY NE ,seattle,98125.0,WA
6443,6757 8TH AVE NW,seattle,98117.0,WA
6459,15305 8TH AVE SW ,seattle,98166.0,WA
6462,1201 3RD AVE #210,seattle,98101.0,WA
6475,1028 1ST AVE S ,seattle,98104.0,WA
6484,5905 AIRPORT WAY S,seattle,98108.0,WA
6488,2305 EASTLAKE AVE E ,seattle,98102.0,WA
6500,528 QUEEN ANNE AVE N ,seattle,98109.0,WA
6501,5963 CORSON AVE S #172,seattle,98108.0,WA
6507,94 PIKE ST ,seattle,98101.0,WA
6508,5417 22ND AVE NW ,seattle,98107.0,WA
6521,5201 UNIVERSITY WAY NE,seattle,98105.0,WA
6534,2401 4TH AVE S,seattle,98134.0,WA
6543,3527 CHELAN AVE SW,seattle,98106.0,WA
6556,1901 2ND AVE ,seattle,98101.0,WA
6565,903 19TH AVE E ,seattle,98112.0,WA
6588,722 PINE ST ,seattle,98101.0,WA
6600,658 NE NORTHLAKE WAY ,seattle,98105.0,WA
6606,516 7TH AVE S,seattle,98104.0,WA
6610,2422 1ST AVE ,seattle,98121.0,WA
6618,5025 25TH AVE NE ,seattle,98105.0,WA
6621,2425 4TH AVE S ,seattle,98134.0,WA
6635,1937 1ST AVE ,seattle,98101.0,WA
6644,1223 E CHERRY ST,seattle,98122.0,WA
6647,1007 BOREN AVE,seattle,98104.0,WA
6659,6209 15TH AVE NW,seattle,98107.0,WA
6668,718 TAYLOR AVE N ,seattle,98109.0,WA
6679,620 W MCGRAW ST ,seattle,98119.0,WA
6692,1408 NW 85TH ST ,seattle,98117.0,WA
6706,1420 12TH AVE ,seattle,98122.0,WA
6716,418 NW 65TH ST ,seattle,98117.0,WA
6718,12513 LAKE CITY WAY NE ,seattle,98125.0,WA
6728,9261 45TH AVE SW ,seattle,98136.0,WA
6739,1301 5TH AVE ,seattle,98101.0,WA
6752,1529 6TH AVE ,seattle,98101.0,WA
6760,7217 GREENWOOD AVE N,seattle,98103.0,WA
6763,6315 15TH AVE NW ,seattle,98107.0,WA
6776,5200 BALLARD AVE NW,seattle,98107.0,WA
6779,2727 4TH AVE S,seattle,98134.0,WA
6793,507 S JACKSON ST ,seattle,98104.0,WA
6807,213 PIKE ST ,seattle,98101.0,WA
6817,1501 17TH AVE E ,seattle,98112.0,WA
6830,913 E PIKE ST ,seattle,98122.0,WA
6843,4886 BEACON AVE S,seattle,98108.0,WA
6845,2112 NE 65TH ST ,seattle,98115.0,WA
6858,1520 PIKE PL,seattle,98101.0,WA
6869,306 LENORA ST,seattle,98121.0,WA
6879,5000 E MARGINAL WAY S,seattle,98134.0,WA
6889,850 NW 85TH ST ,seattle,98117.0,WA
6897,4458 CALIFORNIA AVE SW ,seattle,98116.0,WA
6907,5245 CALIFORNIA AVE SW,seattle,98136.0,WA
6918,173 S Washington ST ,seattle,98104.0,WA
6929,1907 4TH AVE S,seattle,98134.0,WA
6934,1219 E JEFFERSON ST ,seattle,98122.0,WA
6943,118 W MERCER ST ,seattle,98119.0,WA
6951,1509 1ST AVE ,seattle,98101.0,WA
6963,530 QUEEN ANNE AVE N ,seattle,98109.0,WA
6975,411 1ST AVE S ,seattle,98104.0,WA
6986,6519 4TH AVE S #B,seattle,98108.0,WA
6990,111 NE 45TH ST ,seattle,98105.0,WA
7003,6415 32ND AVE NW ,seattle,98107.0,WA
7008,213 N 85TH ST ,seattle,98103.0,WA
7021,4865 RAINIER AVE S ,seattle,98118.0,WA
7029,3715 NE 45TH ST ,seattle,98105.0,WA
7042,4247 UNIVERSITY WAY NE ,seattle,98105.0,WA
7056,2115 QUEEN ANNE AVE N ,seattle,98109.0,WA
7067,409 ROY ST ,seattle,98109.0,WA
7078,1928 PIKE PL,seattle,98101.0,WA
7089,415 1ST AVE S ,seattle,98104.0,WA
7101,301 NW 85TH ST ,seattle,98117.0,WA
7104,222 5TH AVE N,seattle,98109.0,WA
7132,1600 PIKE PL ,seattle,98101.0,WA
7144,2240 EASTLAKE AVE E,seattle,98102.0,WA
7145,700 5TH AVE ,seattle,98104.0,WA
7147,14515 AURORA AVE N,shoreline,98133.0,WA
7155,4509 CALIFORNIA AVE SW,seattle,98116.0,WA
7169,1400 34TH AVE ,seattle,98122.0,WA
7182,135 S LUCILE ST,seattle,98108.0,WA
7195,2125 QUEEN ANNE AVE N ,seattle,98109.0,WA
7206,2801 E MADISON ST ,seattle,98112.0,WA
7211,4333 UNIVERSITY WAY NE ,seattle,98105.0,WA
7224,912 12TH AVE,seattle,98122.0,WA
7225,305 HARRISON ST #221,seattle,98109.0,WA
7239,4512 CALIFORNIA AVE SW ,seattle,98116.0,WA
7254,4541 UNIVERSITY WAY NE ,seattle,98105.0,WA
7267,72 S WASHINGTON ST,seattle,98104.0,WA
7278,901 FAIRVIEW AVE N ,seattle,98109.0,WA
7290,93 YESLER WAY,seattle,98104.0,WA
7301,1401 NE 42ND ST,seattle,98105.0,WA
7308,3516 FREMONT PL N,seattle,98103.0,WA
7313,927 9TH AVE,seattle,98104.0,WA
7317,364 ROY ST,seattle,98109.0,WA
7321,6101 15TH AVE NW ,seattle,98107.0,WA
7334,401 NE NORTHGATE WAY,seattle,98125.0,WA
7343,401 NE NORTHGATE WAY #418,seattle,98125.0,WA
7349,7818 GREENWOOD AVE N ,seattle,98103.0,WA
7362,301 WESTLAKE AVE N ,seattle,98109.0,WA
7366,2313 1ST AVE S #B,seattle,98121.0,WA
7367,20717 INTERNATIONAL BL ,seattle,98198.0,WA
7379,757 BELLEVUE AVE E ,seattle,98102.0,WA
7381,1447 NW BALLARD WAY,seattle,98107.0,WA
7394,1506 PIKE PL ,seattle,98101.0,WA
7405,9401 RAINIER AVE S ,seattle,98118.0,WA
7418,7040 1/2 15TH AVE NW ,seattle,98117.0,WA
7422,524 6TH AVE S ,seattle,98104.0,WA
7434,2110 N 55TH ST ,seattle,98103.0,WA
7441,615 19TH AVE E ,seattle,98112.0,WA
7455,613 BROADWAY AVE E ,seattle,98102.0,WA
7467,1046 1ST AVE S ,seattle,98134.0,WA
7479,315 N 145TH ST ,seattle,98133.0,WA
7491,5310 BALLARD AVE NW ,seattle,98107.0,WA
7500,928 12TH AVE ,seattle,98122.0,WA
7503,2000 4TH AVE ,seattle,98121.0,WA
7513,429 WESTLAKE AVE N,seattle,98109.0,WA
7519,2729 EASTLAKE AVE E ,seattle,98102.0,WA
7521,901 5TH AVE ,seattle,98104.0,WA
7528,5140 BALLARD AVE NW ,seattle,98107.0,WA
7535,1200 NE 45TH ST ,seattle,98105.0,WA
7547,707 E PINE ST,seattle,98122.0,WA
7560,407 BROAD ST,seattle,98109.0,WA
7572,1001 E PINE ST,seattle,98122.0,WA
7581,1719 SW ROXBURY ST ,seattle,98106.0,WA
7594,90 PIKE ST,seattle,98101.0,WA
7605,21 MERCER ST,seattle,98109.0,WA
7616,909 MADISON ST ,seattle,98104.0,WA
7635,2329 CALIFORNIA AVE SW ,seattle,98116.0,WA
7638,700 PIKE ST ,seattle,98101.0,WA
7651,1526 PIKE PL ,seattle,98101.0,WA
7660,219 BROADWAY AVE E #26B,seattle,98102.0,WA
7663,4222 UNIVERSITY WAY NE ,seattle,98105.0,WA
7665,1427 BROADWAY,seattle,98122.0,WA
7674,8 W MERCER ST,seattle,98119.0,WA
7678,1207 S JACKSON ST B101,seattle,98144.0,WA
7686,1411 21ST AVE ,seattle,98122.0,WA
7710,515 QUEEN ANNE AVE ,seattle,98109.0,WA
7722,2221 NW MARKET ST,seattle,98107.0,WA
7735,1538 12TH AVE #B,seattle,98122.0,WA
7741,2300 CALIFORNIA AVE SW ,seattle,98116.0,WA
7754,1429 4TH AVE,seattle,98101.0,WA
7759,1600 MELROSE AVE,seattle,98122.0,WA
7762,121 E BOSTON ST,seattle,98102.0,WA
7765,10119 AURORA AVE N ,seattle,98133.0,WA
7777,1950 6TH AVE,seattle,98101.0,WA
7790,3650 WALLINGFORD AVE N,seattle,98103.0,WA
7797,601 QUEEN ANNE AVE N ,seattle,98109.0,WA
7805,6509 ROOSEVELT WAY NE,seattle,98115.0,WA
7821,345 15TH AVE E,seattle,98112.0,WA
7834,3130 E MADISON ST ,seattle,98112.0,WA
7842,2301 NW MARKET ST ,seattle,98107.0,WA
7855,462 N 36TH ST ,seattle,98103.0,WA
7868,818 STEWART ST #120,seattle,98101.0,WA
7874,805 S 112TH ST ,seattle,98168.0,WA
7886,14330 LAKE CITY WAY NE STE 101,seattle,98125.0,WA
7893,5503 AIRPORT WAY S ,seattle,98108.0,WA
7902,2331 2ND AVE,seattle,98121.0,WA
7911,1501 WESTERN AVE ,seattle,98101.0,WA
7920,2819 2ND AVE ,seattle,98121.0,WA
7925,1356 E OLIVE WAY ,seattle,98122.0,WA
7934,2580 SW BARTON ST,seattle,98126.0,WA
7947,515 Union ST ,seattle,98101.0,WA
7954,14346 15TH AVE NE ,seattle,98125.0,WA
7968,318 NICKERSON ST,seattle,98109.0,WA
7979,5239 BALLARD AVE NW,seattle,98107.0,WA
7982,1100 BROADWAY ,seattle,98122.0,WA
7995,5305 15TH AVE NW,seattle,98107.0,WA
8007,608 S WELLER ST ,seattle,98104.0,WA
8019,520 S MAIN ST ,seattle,98104.0,WA
8021,4237 UNIVERSITY WAY NE ,seattle,98105.0,WA
8033,2460 WESTERN AVE ,seattle,98121.0,WA
8040,5601 1ST AVE S ,seattle,98108.0,WA
8047,1401 BROADWAY,seattle,98122.0,WA
8050,206 N 36TH ST ,seattle,98103.0,WA
8063,306 23RD AVE S ,seattle,98144.0,WA
8075,807 1ST AVE ,seattle,98104.0,WA
8082,4 W ROY ST ,seattle,98119.0,WA
8091,625 BROADWAY AVE E ,seattle,98102.0,WA
8103,3624 LEARY WAY NW ,seattle,98107.0,WA
8104,3315 BEACON AVE S,seattle,98144.0,WA
8106,701 5TH AVE 111,seattle,98104.0,WA
8114,701 5TH AVE #110,seattle,98104.0,WA
8123,2132 N NORTHGATE WAY ,seattle,98133.0,WA
8133,2234 2ND AVE ,seattle,98121.0,WA
8144,2341 CALIFORNIA AVE SW ,seattle,98116.0,WA
8160,9999 HOLMAN RD NW,seattle,98117.0,WA
8175,605 QUEEN ANNE AVE N ,seattle,98109.0,WA
8187,500 BROADWAY AVE,seattle,98122.0,WA
8190,2308 E Union ST,seattle,98122.0,WA
8193,2336 25TH AVE S,seattle,98144.0,WA
8198,400 PINE ST #42,seattle,98101.0,WA
8205,1452 NW 70TH ST ,seattle,98117.0,WA
8217,2770 ALKI AVE SW,seattle,98116.0,WA
8228,3401 CALIFORNIA AVE SW ,seattle,98116.0,WA
8239,10601 S 16th AVE SW,seattle,98146.0,WA
8251,3121 E MADISON ST ,seattle,98112.0,WA
8262,13448 AURORA AVE N ,seattle,98133.0,WA
8275,1714 18TH AVE,seattle,98122.0,WA
8288,221 1ST AVE S ,seattle,98104.0,WA
8299,9400 RAINIER AVE S,seattle,98118.0,WA
8307,2947 EASTLAKE AVE E ,seattle,98102.0,WA
8310,1827 15TH AVE W A-10,seattle,98119.0,WA
8315,232 1ST AVE W ,seattle,98119.0,WA
8327,3407 CALIFORNIA AVE SW,seattle,98116.0,WA
8335,3040 NE 45TH ST ,seattle,98105.0,WA
8348,1620 4TH AVE #4,seattle,98101.0,WA
8352,7401 GREENWOOD AVE N ,seattle,98103.0,WA
8364,1100 WESTERN AVE,seattle,98101.0,WA
8367,4309 S HENDERSON ST ,seattle,98118.0,WA
8375,3526 FREMONT PL N #B,seattle,98103.0,WA
8386,3230 EASTLAKE AVE E ,seattle,98102.0,WA
8399,1000 NE NORTHGATE WAY ,seattle,98125.0,WA
8402,908 12TH AVE,seattle,98122.0,WA
8406,200 PIKE ST ,seattle,98101.0,WA
8417,1411 N 45TH ST ,seattle,98103.0,WA
8428,2609 S MCCLELLAN ST ,seattle,98144.0,WA
8441,415 CEDAR ST,seattle,98121.0,WA
8442,711 S KING ST,seattle,98104.0,WA
8456,555 ALOHA ST 100,seattle,98109.0,WA
8463,1200 S JACKSON ST #8,seattle,98144.0,WA
8475,4256 FREMONT AVE N ,seattle,98103.0,WA
8477,129 1ST AVE N ,seattle,98109.0,WA
8478,3019 BEACON AVE S,seattle,98144.0,WA
8480,9005 35TH AVE SW ,seattle,98126.0,WA
8483,621 QUEEN ANNE AVE N,seattle,98109.0,WA
8484,9031 25TH AVE SW,seattle,98126.0,WA
8494,1509 PIKE PL #3,seattle,98101.0,WA
8505,721 E PIKE ST,seattle,98122.0,WA
8511,7111 RAINIER AVE S,seattle,98118.0,WA
8516,4106 BROOKLYN AVE NE #101 A,seattle,98105.0,WA
8518,2523 5th AVE,seattle,98121.0,WA
8522,1522 12TH AVE,seattle,98122.0,WA
8526,5242 LEARY WAY NW,seattle,98107.0,WA
8539,115 BROADWAY AVE E ,seattle,98102.0,WA
8553,8313 GREENWOOD AVE N,seattle,98103.0,WA
8558,2212 N 45TH ST ,seattle,98103.0,WA
8570,1501 A MELROSE AVE,seattle,98122.0,WA
8574,216 UNION ST ,seattle,98101.0,WA
8584,706 Taylor AVE N,seattle,98109.0,WA
8592,269 NE 45TH ST ,seattle,98105.0,WA
8601,419 DENNY WAY ,seattle,98109.0,WA
8612,4229 UNIVERSITY WAY NE,seattle,98105.0,WA
8625,6049 SEAVIEW AVE NW ,seattle,98107.0,WA
8638,1759 1ST AVE S,seattle,98134.0,WA
8641,351 ELLIOTT AVE W ,seattle,98119.0,WA
8646,2106 N 55TH ST ,seattle,98103.0,WA
8655,110 BOREN AVE S ,seattle,98144.0,WA
8665,3617 NE 45TH ST ,seattle,98105.0,WA
8678,350 TERRY AVE N,seattle,98109.0,WA
8680,2234 1ST AVE,seattle,98121.0,WA
8684,629 PIKE ST ,seattle,98101.0,WA
8697,5041 RAINIER AVE S #107,seattle,98118.0,WA
8699,3501 STONE WAY N ,seattle,98103.0,WA
8711,1722 NW MARKET ST ,seattle,98107.0,WA
8724,6760 W MARGINAL WAY SW ,seattle,98106.0,WA
8737,8617 14TH AVE S,seattle,98108.0,WA
8747,2739 E MADISON ST ,seattle,98112.0,WA
8759,801 1ST AVE ,seattle,98104.0,WA
8771,500 MERCER ST ,seattle,98109.0,WA
8785,500 MERCER ST C-2 #2-B,seattle,98109.0,WA
8786,1302 6TH AVE,seattle,98101.0,WA
8788,1411 NE 42ND ST ,seattle,98105.0,WA
8793,4718 CALIFORNIA AVE SW ,seattle,98116.0,WA
8806,2132 WESTLAKE AVE N ,seattle,98109.0,WA
8811,9910 8TH AVE SW,seattle,98106.0,WA
8816,2021 NW MARKET ST ,seattle,98107.0,WA
8829,4302 FREMONT AVE N,seattle,98103.0,WA
8834,1830 12TH AVE ,seattle,98122.0,WA
8840,5316 BALLARD AVE NW,seattle,98107.0,WA
8844,8305 15TH AVE NW,seattle,98117.0,WA
8858,2101 N 45TH ST ,seattle,98103.0,WA
8859,3818 S GRAHAM ST #B,seattle,98118.0,WA
8867,14300 AURORA AVE N ,seattle,98133.0,WA
8880,1943 1ST AVE S,seattle,98134.0,WA
8890,408 BROADWAY AVE E,seattle,98102.0,WA
8896,4501 INTERLAKE AVE N,seattle,98103.0,WA
8906,9615 15TH AVE SW,seattle,98106.0,WA
8918,2716 ALKI AVE SW,seattle,98116.0,WA
8923,81 YESLER WAY,seattle,98104.0,WA
8934,1700 7TH AVE ,seattle,98101.0,WA
8941,418 MAYNARD AVE S ,seattle,98104.0,WA
8953,3109 E MADISON ST,seattle,98112.0,WA
8956,85 PIKE ST ,seattle,98101.0,WA
8961,601 S KING ST 20 ,seattle,98104.0,WA
8975,2201 Westlake AVE #101,seattle,98121.0,WA
8978,2820 ALKI AVE SW ,seattle,98116.0,WA
8991,1307 N 46TH ST ,seattle,98103.0,WA
8999,1515 WESTLAKE AVE N ,seattle,98109.0,WA
9009,1319 NE 43RD ST ,seattle,98105.0,WA
9015,550 QUEEN ANNE AVE N ,seattle,98109.0,WA
9018,10406 16TH AVE SW,seattle,98146.0,WA
9030,1301 4TH AVE ,seattle,98101.0,WA
9039,2801 WESTERN AVE #A,seattle,98121.0,WA
9045,400 PINE ST ,seattle,98101.0,WA
9068,12319 ROOSEVELT WAY NE ,seattle,98125.0,WA
9079,4217 UNIVERSITY WAY NE ,seattle,98105.0,WA
9092,4210 E MADISON ST ,seattle,98112.0,WA
9103,3620 STONE WAY N,seattle,98103.0,WA
9104,1518 PIKE PL,seattle,98101.0,WA
9115,2207 1ST AVE ,seattle,98121.0,WA
9128,12543 LAKE CITY WAY NE ,seattle,98125.0,WA
9141,2414 BEACON AVE S ,seattle,98144.0,WA
